alone|(81, [(26442, 244), (54933, 496), (58433, 522), (59918, 537), (73557, 670), (164059, 1302), (173661, 1349), (188181, 1422), (199031, 1503), (217361, 1729), (224338, 1771), (226392, 1783), (261272, 1986), (275741, 2063), (377421, 2732), (431523, 3064), (452227, 3190), (547436, 3806), (566005, 3925), (571481, 3958), (571870, 3960), (625568, 4319), (671351, 4828), (696838, 5130), (699847, 5144), (704123, 5166), (715028, 5229), (725242, 5290), (731769, 5340), (740935, 5398), (779069, 5664), (782074, 5678), (784613, 5714), (793721, 5793), (799321, 5837), (827494, 6097), (840485, 6174), (939908, 6980), (964461, 7193), (972462, 7243), (975494, 7267), (977313, 7278), (977344, 7278), (981118, 7314), (984268, 7341), (986227, 7353), (991874, 7397), (1084039, 8362), (1084463, 8366), (1085219, 8372), (1133735, 8694), (1153774, 8835), (1156986, 8852), (1161087, 8875), (1161558, 8879), (1168086, 8936), (1228634, 9508), (1257976, 9789), (1266917, 9878), (1287746, 10089), (1295970, 10169), (1315843, 10415), (1333147, 10532), (1337050, 10553), (1340226, 10576), (1346695, 10651), (1417357, 11275), (1418601, 11288), (1468999, 11681), (1493971, 11889), (1530980, 12248), (1551581, 12421), (1571753, 12591), (1708242, 13521), (1717988, 13593), (1727920, 13679), (1736636, 13772), (1809361, 14423), (1860301, 14903), (1872932, 14998), (1948417, 15610)])
irresistibly|(2, [(1032342, 7880), (1238148, 9597)])
golly|(2, [(1216651, 9411), (1592860, 12704)])
immoderately|(1, [(482152, 3378)])
alternately|(7, [(287568, 2134), (509172, 3563), (617457, 4270), (736765, 5372), (1043694, 7986), (1063104, 8208), (1948650, 15612)])
hardly|(35, [(38176, 371), (81350, 809), (120409, 1035), (125988, 1069), (143567, 1167), (163790, 1300), (216978, 1725), (222473, 1760), (230027, 1802), (237855, 1846), (238510, 1850), (244605, 1882), (317125, 2338), (322675, 2368), (326104, 2387), (346026, 2521), (388853, 2811), (425283, 3031), (426466, 3039), (437158, 3098), (456265, 3218), (532057, 3720), (537070, 3746), (539190, 3759), (573908, 3973), (627357, 4332), (753168, 5480), (1002055, 7495), (1220122, 9442), (1270477, 9929), (1285852, 10077), (1313478, 10394), (1434870, 11399), (1461163, 11610), (1625519, 12939)])
awkwardly|(2, [(744728, 5415), (854880, 6289)])
entirely|(104, [(80894, 807), (91457, 862), (99455, 904), (113831, 987), (120441, 1035), (126903, 1075), (153731, 1239), (202442, 1541), (221424, 1755), (223040, 1764), (223695, 1768), (231747, 1811), (253378, 1938), (254195, 1943), (271663, 2046), (283933, 2114), (287120, 2130), (294724, 2179), (306824, 2275), (311146, 2302), (323098, 2371), (362723, 2621), (363880, 2627), (379174, 2744), (402426, 2895), (419277, 2997), (423129, 3020), (431660, 3066), (437772, 3101), (449673, 3172), (453886, 3205), (454171, 3206), (455574, 3214), (458594, 3232), (471586, 3312), (489790, 3428), (495032, 3477), (502706, 3521), (507704, 3555), (517872, 3615), (519888, 3628), (532281, 3722), (534008, 3732), (555170, 3863), (558604, 3882), (566791, 3931), (572230, 3962), (573486, 3970), (575587, 3986), (598195, 4157), (615077, 4254), (664533, 4755), (682308, 4942), (715125, 5230), (756505, 5498), (766611, 5567), (768618, 5579), (776163, 5647), (784426, 5713), (806316, 5876), (822393, 6056), (885984, 6518), (887925, 6532), (893334, 6571), (916774, 6809), (921079, 6838), (934968, 6943), (942497, 7012), (977838, 7283), (1026232, 7809), (1050780, 8069), (1107141, 8517), (1129621, 8664), (1295442, 10165), (1303775, 10270), (1336273, 10547), (1352147, 10700), (1359473, 10784), (1381406, 10966), (1393718, 11062), (1418170, 11285), (1441575, 11449), (1447364, 11495), (1462646, 11619), (1470830, 11695), (1471332, 11700), (1473894, 11722), (1532744, 12261), (1566183, 12544), (1583424, 12648), (1612935, 12831), (1655113, 13172), (1666799, 13228), (1678818, 13306), (1679576, 13311), (1701721, 13474), (1701729, 13474), (1782665, 14218), (1785167, 14235), (1785829, 14239), (1788583, 14258), (1819708, 14500), (1888397, 15133), (1944729, 15588)])
remain|(1, [(1928087, 15411)])
inexpressibly|(4, [(95527, 885), (643183, 4493), (1041870, 7966), (1269529, 9917)])
fitfully|(2, [(608592, 4213), (718510, 5252)])
unfrequently|(8, [(587816, 4084), (706644, 5182), (849132, 6237), (926796, 6880), (927011, 6881), (1110842, 8535), (1811610, 14443), (1826730, 14535)])
strikingly|(1, [(1418631, 11288)])
involve|(1, [(1318310, 10430)])
obtuse|(1, [(916560, 6807)])
lazily|(2, [(251553, 1924), (1564758, 12528)])
mostly|(1, [(1176069, 8981)])
suspiciously|(2, [(147631, 1190), (716545, 5237)])
unpleasantly|(1, [(1940974, 15564)])
experimentally|(1, [(1917455, 15352)])
frowningly|(1, [(371872, 2688)])
shrill|(1, [(125838, 1068)])
deeply|(11, [(427849, 3046), (642912, 4491), (743594, 5410), (755857, 5495), (902346, 6654), (930510, 6912), (1081346, 8345), (1190771, 9092), (1372062, 10875), (1413726, 11250), (1845276, 14652)])
dizzily|(4, [(48792, 452), (54539, 494), (856407, 6306), (938844, 6973)])
tardily|(1, [(983574, 7335)])
half|(2, [(1069358, 8256), (1344013, 10630)])
allegorically|(1, [(1765900, 14024)])
powerfully|(1, [(848187, 6231)])
hesitatingly|(1, [(834734, 6131)])
recklessly|(1, [(748283, 5446)])
oppressively|(2, [(303816, 2250), (696829, 5130)])
awe|(1, [(792229, 5778)])
thrill|(1, [(1037119, 7925)])
inadvertently|(1, [(1114335, 8559)])
oblong|(3, [(99708, 907), (1233438, 9551), (1527320, 12216)])
blind|(2, [(1862379, 14920), (1886586, 15116)])
accomplished–of|(1, [(1393705, 11062)])
mutteringly|(2, [(1469873, 11688), (1508601, 12038)])
to-day|(1, [(1022895, 7729)])
west|(2, [(1026669, 7814), (1026686, 7814)])
lively|(3, [(125456, 1065), (364482, 2630), (1463127, 11623)])
stealthily|(4, [(1037581, 7927), (1202580, 9232), (1202582, 9232), (1341096, 10584)])
northward|(1, [(365050, 2632)])
obliquely|(1, [(105594, 940)])
incomparably|(2, [(1649804, 13141), (1759899, 13983)])
anon|(3, [(204640, 1558), (636984, 4428), (1079549, 8333)])
internally|(3, [(161578, 1289), (1316005, 10416), (1673441, 13279)])
thirdly|(2, [(1787699, 14251), (1839388, 14614)])
finally|(82, [(52519, 481), (82864, 816), (92118, 866), (100716, 913), (111257, 973), (120240, 1034), (143605, 1167), (149417, 1199), (153166, 1237), (164766, 1305), (194405, 1480), (198348, 1500), (207706, 1617), (241455, 1866), (259596, 1975), (271507, 2045), (274008, 2059), (292142, 2163), (318497, 2345), (348868, 2541), (379717, 2747), (388870, 2811), (441089, 3123), (461863, 3256), (466590, 3283), (503023, 3522), (513517, 3589), (521602, 3638), (527887, 3685), (537878, 3751), (549854, 3820), (558116, 3880), (571251, 3957), (657116, 4642), (703015, 5162), (756343, 5497), (787009, 5732), (818279, 6023), (826508, 6086), (990026, 7381), (1014276, 7615), (1064885, 8224), (1080605, 8340), (1095567, 8433), (1185930, 9057), (1206182, 9290), (1222761, 9470), (1289799, 10106), (1298383, 10191), (1309522, 10343), (1316688, 10421), (1329761, 10512), (1362970, 10821), (1366451, 10843), (1386918, 11017), (1394698, 11068), (1407749, 11199), (1461911, 11615), (1486126, 11807), (1502300, 11976), (1503932, 11987), (1505358, 11996), (1542670, 12329), (1545875, 12365), (1556711, 12475), (1561194, 12504), (1594258, 12712), (1601824, 12748), (1632743, 12993), (1652876, 13161), (1659746, 13186), (1684769, 13341), (1796204, 14318), (1798248, 14336), (1827220, 14536), (1866340, 14951), (1872534, 14996), (1883427, 15088), (1888925, 15138), (1925893, 15400), (1927196, 15407), (1965532, 15716)])
vividly|(6, [(731925, 5341), (746054, 5424), (1075941, 8309), (1474683, 11728), (1740929, 13812), (1795935, 14316)])
–had|(1, [(24821, 216)])
pale–then|(1, [(1533856, 12271)])
triumph|(1, [(1690551, 13392)])
hitherto|(2, [(311810, 2304), (1389435, 11030)])
board–were|(1, [(608165, 4212)])
overcome|(1, [(554329, 3856)])
all–merely|(1, [(1600871, 12744)])
northwardly|(3, [(155405, 1247), (498800, 3495), (499628, 3500)])
sullenly|(3, [(17694, 110), (732218, 5342), (967139, 7214)])
valueless|(1, [(1225388, 9485)])
evenly|(1, [(1129624, 8664)])
soundly|(8, [(149909, 1203), (455699, 3215), (571978, 3961), (1124659, 8627), (1291878, 10122), (1497430, 11928), (1506599, 12000), (1548998, 12397)])
undeservedly|(1, [(1833399, 14578)])
also|(158, [(5716, 38), (12820, 91), (24155, 197), (49864, 460), (69490, 608), (85924, 829), (88611, 847), (90357, 857), (103312, 929), (105475, 939), (119492, 1029), (122195, 1045), (134784, 1119), (145588, 1178), (152024, 1225), (155911, 1251), (162305, 1292), (208840, 1628), (227132, 1786), (232343, 1814), (232978, 1818), (253820, 1941), (281288, 2094), (281294, 2094), (297917, 2197), (315473, 2325), (332069, 2429), (343773, 2504), (344317, 2508), (344754, 2511), (348141, 2536), (350909, 2552), (357277, 2586), (361488, 2614), (362669, 2620), (363854, 2627), (371354, 2684), (374037, 2707), (379997, 2750), (380647, 2755), (390996, 2824), (392965, 2835), (400049, 2877), (400697, 2883), (402575, 2896), (408861, 2932), (423116, 3020), (426747, 3041), (429377, 3054), (432603, 3070), (438023, 3102), (456540, 3220), (461690, 3255), (462515, 3260), (465880, 3279), (471609, 3312), (472714, 3319), (473889, 3327), (483778, 3388), (489111, 3419), (500171, 3506), (500300, 3507), (511881, 3578), (531410, 3712), (548437, 3812), (552782, 3844), (557098, 3872), (577149, 4000), (628077, 4337), (641932, 4482), (647220, 4541), (652501, 4593), (669737, 4809), (681280, 4933), (681957, 4939), (715779, 5232), (738671, 5386), (744755, 5415), (764928, 5559), (771409, 5606), (888341, 6535), (891253, 6554), (916782, 6809), (918382, 6820), (942383, 7011), (946766, 7054), (952906, 7094), (955898, 7120), (986722, 7357), (1018536, 7691), (1039417, 7944), (1039792, 7947), (1042416, 7972), (1056053, 8138), (1071011, 8276), (1076029, 8310), (1106365, 8510), (1124959, 8628), (1129046, 8658), (1134112, 8698), (1141732, 8744), (1144315, 8771), (1155855, 8846), (1170354, 8949), (1175105, 8976), (1226932, 9497), (1231065, 9526), (1233363, 9550), (1252982, 9757), (1256616, 9782), (1284295, 10065), (1328414, 10502), (1330055, 10513), (1338065, 10556), (1345128, 10635), (1346365, 10648), (1357410, 10758), (1370824, 10868), (1382213, 10971), (1385711, 11006), (1397206, 11097), (1405774, 11185), (1423344, 11326), (1426356, 11351), (1428577, 11364), (1445350, 11485), (1446545, 11491), (1447251, 11494), (1466210, 11659), (1490523, 11857), (1494842, 11897), (1520851, 12162), (1546300, 12371), (1581636, 12642), (1594080, 12710), (1595621, 12722), (1607316, 12774), (1610813, 12812), (1627795, 12959), (1636488, 13016), (1647931, 13125), (1653902, 13165), (1670422, 13260), (1681816, 13329), (1685117, 13346), (1691731, 13405), (1739216, 13797), (1782804, 14219), (1790629, 14276), (1808029, 14415), (1883618, 15090), (1894212, 15193), (1898342, 15240), (1900487, 15259), (1947423, 15604), (1947631, 15606), (1948828, 15613), (1958077, 15670)])
infrequently|(1, [(1693929, 13421)])
obstinately|(4, [(479820, 3362), (491254, 3442), (1386385, 11014), (1581578, 12641)])
well|(400, [(551, 6), (6908, 47), (11888, 86), (13250, 92), (28453, 279), (41438, 404), (50373, 464), (53122, 485), (57323, 513), (74004, 685), (99443, 904), (100946, 915), (120620, 1036), (162070, 1291), (162314, 1292), (172767, 1342), (174579, 1354), (178350, 1372), (193106, 1455), (200696, 1517), (209407, 1637), (209444, 1638), (211006, 1663), (211185, 1673), (211607, 1678), (212543, 1700), (214143, 1710), (214435, 1714), (218026, 1733), (219558, 1743), (236944, 1841), (243815, 1878), (255425, 1948), (263149, 1998), (268492, 2027), (270206, 2039), (273932, 2059), (293946, 2174), (294313, 2175), (297151, 2193), (299387, 2212), (306107, 2270), (306320, 2272), (308291, 2287), (314209, 2317), (320352, 2356), (320832, 2359), (325677, 2385), (329539, 2407), (340299, 2482), (342501, 2495), (347129, 2529), (354492, 2569), (360971, 2609), (370374, 2675), (374936, 2714), (382451, 2766), (382799, 2768), (383010, 2769), (386997, 2798), (389937, 2817), (401796, 2891), (402830, 2898), (413917, 2962), (417605, 2986), (420797, 3008), (429708, 3055), (439686, 3113), (462853, 3262), (464923, 3273), (469677, 3300), (478535, 3353), (481237, 3372), (482728, 3382), (488508, 3415), (488523, 3415), (488703, 3416), (493838, 3470), (497064, 3488), (498041, 3493), (502324, 3518), (506785, 3550), (526476, 3677), (532141, 3721), (537280, 3747), (543558, 3783), (547219, 3805), (547683, 3807), (552493, 3842), (552784, 3844), (556667, 3871), (558742, 3883), (560892, 3901), (566011, 3925), (566181, 3926), (567248, 3933), (582115, 4047), (586433, 4074), (587966, 4085), (588839, 4091), (589002, 4092), (589711, 4097), (595056, 4127), (600763, 4171), (601503, 4176), (602622, 4182), (603136, 4186), (610565, 4225), (621731, 4294), (637553, 4429), (641108, 4476), (643378, 4496), (644041, 4504), (646236, 4531), (653127, 4596), (655718, 4621), (656003, 4626), (658671, 4668), (658932, 4671), (658948, 4672), (662700, 4731), (673367, 4859), (673800, 4864), (688662, 5032), (688813, 5036), (693049, 5093), (705820, 5177), (706631, 5182), (708890, 5199), (709667, 5207), (712084, 5216), (722334, 5277), (723728, 5286), (784997, 5716), (786666, 5729), (802443, 5854), (805726, 5873), (809484, 5928), (814280, 5986), (814894, 5989), (815326, 5994), (815955, 6000), (816836, 6009), (817249, 6014), (817349, 6015), (820012, 6038), (823258, 6061), (823498, 6062), (825275, 6075), (825627, 6077), (826751, 6091), (827742, 6097), (835276, 6136), (842169, 6188), (857161, 6312), (858366, 6332), (860768, 6354), (865895, 6393), (872463, 6440), (876482, 6464), (881547, 6492), (889287, 6541), (892796, 6567), (893848, 6573), (894171, 6575), (896253, 6593), (897131, 6603), (905012, 6678), (916364, 6804), (925933, 6875), (928666, 6896), (948185, 7063), (950077, 7074), (955528, 7116), (960254, 7164), (981828, 7319), (999844, 7477), (1002666, 7501), (1002681, 7501), (1015154, 7631), (1015328, 7635), (1016255, 7664), (1016627, 7673), (1020645, 7709), (1022854, 7728), (1044165, 7993), (1058379, 8166), (1060222, 8186), (1068332, 8247), (1080820, 8341), (1086562, 8377), (1089181, 8395), (1092925, 8412), (1112535, 8548), (1116344, 8575), (1126601, 8636), (1129053, 8658), (1139325, 8730), (1144015, 8768), (1148142, 8798), (1149352, 8806), (1170059, 8948), (1172681, 8963), (1173232, 8967), (1175894, 8980), (1178207, 8998), (1184431, 9045), (1185021, 9050), (1194845, 9124), (1197640, 9156), (1201940, 9224), (1202123, 9226), (1203301, 9237), (1204638, 9267), (1206566, 9294), (1207676, 9312), (1209090, 9333), (1209546, 9342), (1209739, 9346), (1209951, 9351), (1210230, 9353), (1211141, 9375), (1213225, 9387), (1217674, 9425), (1220322, 9443), (1228729, 9509), (1231473, 9530), (1233142, 9548), (1235935, 9574), (1237512, 9588), (1238952, 9603), (1240203, 9612), (1240534, 9615), (1242753, 9640), (1246715, 9671), (1248585, 9701), (1249192, 9706), (1249952, 9717), (1250408, 9726), (1254195, 9763), (1258364, 9793), (1261817, 9821), (1263244, 9835), (1265618, 9863), (1266605, 9875), (1271563, 9942), (1271662, 9943), (1289808, 10106), (1290009, 10108), (1293807, 10149), (1293956, 10151), (1302937, 10260), (1304777, 10283), (1304893, 10285), (1306607, 10305), (1307702, 10321), (1309161, 10339), (1315075, 10408), (1321437, 10460), (1325046, 10478), (1325093, 10479), (1330666, 10516), (1330804, 10518), (1337837, 10555), (1341566, 10590), (1341888, 10593), (1343094, 10607), (1344243, 10631), (1344869, 10633), (1345538, 10640), (1345780, 10644), (1346207, 10646), (1347849, 10660), (1355101, 10734), (1355596, 10738), (1358426, 10773), (1359788, 10787), (1362688, 10817), (1365805, 10840), (1379498, 10954), (1381891, 10968), (1389325, 11029), (1389438, 11030), (1396226, 11086), (1397209, 11097), (1403224, 11168), (1405762, 11185), (1409267, 11215), (1411649, 11236), (1412020, 11238), (1425225, 11347), (1425559, 11348), (1438383, 11420), (1439347, 11427), (1444359, 11480), (1449151, 11508), (1476094, 11738), (1476385, 11740), (1480779, 11773), (1482300, 11779), (1487879, 11832), (1503314, 11983), (1516453, 12112), (1518386, 12144), (1519209, 12149), (1522828, 12175), (1528449, 12223), (1535549, 12285), (1535845, 12286), (1541097, 12319), (1543663, 12336), (1546812, 12378), (1547813, 12388), (1548279, 12391), (1550119, 12407), (1554181, 12455), (1596068, 12724), (1597543, 12733), (1598789, 12737), (1604977, 12761), (1614797, 12852), (1617154, 12870), (1621040, 12898), (1621923, 12907), (1623325, 12920), (1625990, 12943), (1627592, 12957), (1629649, 12970), (1635135, 13007), (1640031, 13051), (1642798, 13071), (1652254, 13158), (1659035, 13185), (1660669, 13189), (1676118, 13292), (1683543, 13338), (1684323, 13340), (1698207, 13449), (1701367, 13473), (1702722, 13477), (1706391, 13503), (1707140, 13509), (1716719, 13584), (1716729, 13584), (1718871, 13597), (1722296, 13622), (1722630, 13625), (1724644, 13658), (1725057, 13661), (1733651, 13742), (1734536, 13751), (1734539, 13751), (1735793, 13767), (1735905, 13768), (1735938, 13768), (1743040, 13830), (1747818, 13867), (1748902, 13878), (1751098, 13902), (1751213, 13903), (1751392, 13905), (1755378, 13934), (1761743, 13997), (1765047, 14018), (1783894, 14228), (1794198, 14300), (1795092, 14308), (1795773, 14315), (1800283, 14361), (1804133, 14391), (1807349, 14408), (1810000, 14429), (1814762, 14461), (1819726, 14500), (1830205, 14553), (1833993, 14581), (1846861, 14660), (1851992, 14755), (1859569, 14900), (1863912, 14934), (1864160, 14936), (1878604, 15036), (1880864, 15058), (1888375, 15133), (1888899, 15138), (1890630, 15150), (1890821, 15152), (1891741, 15161), (1897686, 15232), (1911355, 15319), (1914408, 15337), (1918252, 15355), (1924927, 15395), (1925019, 15396), (1925032, 15396), (1926349, 15403), (1930371, 15434), (1931198, 15448), (1946514, 15596), (1960344, 15683)])
beseechingly|(1, [(827530, 6097)])
fondez|(1, [(676277, 4891)])
profound|(1, [(925656, 6871)])
mainly|(5, [(58246, 521), (720731, 5269), (961562, 7173), (1039472, 7945), (1954881, 15650)])
less|(86, [(15642, 101), (15645, 101), (16031, 103), (33325, 340), (33330, 340), (37011, 363), (87314, 838), (149407, 1199), (154187, 1242), (156129, 1252), (159872, 1276), (164298, 1303), (192230, 1443), (197767, 1499), (205699, 1577), (225599, 1778), (226167, 1781), (236202, 1838), (261954, 1990), (267730, 2024), (267738, 2024), (275175, 2062), (331707, 2425), (381144, 2758), (433336, 3074), (445309, 3144), (522926, 3648), (524902, 3668), (570967, 3956), (611235, 4231), (620365, 4286), (716812, 5238), (742413, 5406), (756953, 5502), (757184, 5503), (775916, 5645), (779418, 5665), (846014, 6216), (888891, 6539), (916302, 6803), (924764, 6863), (924840, 6864), (986927, 7358), (1061837, 8201), (1090216, 8401), (1094430, 8426), (1111554, 8540), (1111557, 8540), (1124658, 8627), (1169239, 8943), (1279080, 10019), (1279191, 10020), (1281658, 10046), (1305839, 10295), (1322068, 10464), (1331192, 10520), (1346306, 10647), (1361557, 10801), (1372057, 10875), (1402827, 11164), (1404236, 11175), (1420491, 11304), (1420495, 11304), (1424010, 11336), (1424014, 11336), (1426934, 11354), (1435649, 11403), (1474673, 11728), (1489569, 11848), (1498939, 11943), (1562036, 12512), (1610520, 12806), (1635112, 13007), (1691371, 13403), (1743334, 13833), (1779302, 14178), (1802234, 14381), (1853821, 14801), (1909401, 15311), (1913915, 15334), (1944497, 15587), (1960759, 15685), (1963105, 15700), (1963110, 15700), (1963429, 15702), (1963718, 15703)])
sweetly|(5, [(455697, 3215), (523569, 3654), (571980, 3961), (1021182, 7715), (1495280, 11901)])
forgotten|(1, [(777801, 5658)])
much|(187, [(16449, 105), (37154, 364), (94985, 882), (102557, 925), (116916, 1008), (123686, 1054), (142150, 1160), (156762, 1255), (160052, 1278), (167134, 1317), (196537, 1493), (204824, 1563), (215034, 1719), (218915, 1738), (221414, 1755), (225593, 1778), (225827, 1780), (228761, 1794), (231556, 1810), (231738, 1811), (236632, 1840), (239650, 1857), (246621, 1893), (255936, 1952), (264987, 2008), (291817, 2160), (297026, 2191), (299037, 2208), (300273, 2224), (300810, 2230), (303409, 2247), (305724, 2266), (309455, 2293), (312364, 2305), (326558, 2391), (336330, 2457), (344811, 2512), (386362, 2794), (387291, 2800), (401792, 2891), (402410, 2895), (404973, 2912), (409629, 2937), (418973, 2995), (419757, 3000), (427190, 3043), (427813, 3046), (428609, 3052), (450420, 3177), (488785, 3417), (550251, 3823), (550616, 3827), (565666, 3923), (567460, 3934), (577161, 4000), (585675, 4071), (594445, 4122), (599587, 4166), (610214, 4223), (645193, 4516), (668047, 4784), (699833, 5144), (708021, 5191), (718465, 5252), (734536, 5360), (756952, 5502), (777144, 5652), (777150, 5652), (783885, 5702), (798879, 5836), (820022, 6038), (824690, 6069), (842049, 6187), (847678, 6229), (850091, 6243), (866924, 6404), (893860, 6573), (894347, 6577), (908571, 6719), (916360, 6804), (916976, 6811), (934223, 6937), (961320, 7172), (963449, 7190), (984098, 7340), (999686, 7475), (1008249, 7552), (1018538, 7691), (1019763, 7701), (1035655, 7911), (1064745, 8223), (1078936, 8327), (1079158, 8330), (1079163, 8330), (1079168, 8330), (1100242, 8462), (1104045, 8494), (1111696, 8541), (1124416, 8625), (1131799, 8682), (1155470, 8844), (1165715, 8913), (1165727, 8913), (1168769, 8940), (1177080, 8987), (1185047, 9050), (1206014, 9288), (1217114, 9419), (1218955, 9435), (1227472, 9500), (1237519, 9588), (1240575, 9615), (1254363, 9764), (1261723, 9820), (1265389, 9858), (1297115, 10179), (1303546, 10268), (1311326, 10361), (1316413, 10417), (1329151, 10507), (1333786, 10534), (1336213, 10546), (1354870, 10732), (1358622, 10774), (1360071, 10790), (1361516, 10801), (1369492, 10862), (1383108, 10975), (1426933, 11354), (1428372, 11361), (1437967, 11416), (1439111, 11426), (1445863, 11488), (1452778, 11537), (1465753, 11656), (1491874, 11867), (1508544, 12036), (1511579, 12067), (1539052, 12304), (1540753, 12317), (1541107, 12319), (1546798, 12378), (1550515, 12410), (1554122, 12454), (1568459, 12566), (1574067, 12602), (1574498, 12603), (1587738, 12678), (1588546, 12683), (1605975, 12766), (1640792, 13055), (1646347, 13115), (1655838, 13175), (1662009, 13195), (1680581, 13317), (1705431, 13495), (1744282, 13843), (1746027, 13852), (1750855, 13899), (1751391, 13905), (1751847, 13910), (1756468, 13944), (1757755, 13960), (1759348, 13979), (1761895, 13998), (1764278, 14013), (1764512, 14014), (1775105, 14123), (1777960, 14160), (1778104, 14161), (1778224, 14162), (1792670, 14291), (1803938, 14390), (1819717, 14500), (1829399, 14546), (1864094, 14936), (1871656, 14989), (1900123, 15256), (1908883, 15307), (1913923, 15334), (1922525, 15381), (1935774, 15501), (1941185, 15566), (1942321, 15573), (1947252, 15603), (1959244, 15677), (1961480, 15689)])
on–but|(1, [(490181, 3431)])
alarmingly|(1, [(299295, 2211)])
extravagantly|(2, [(762028, 5534), (1761163, 13994)])
austere|(1, [(1067027, 8241)])
knew|(3, [(1550752, 12411), (1725058, 13661), (1848714, 14692)])
heavenly|(1, [(637053, 4428)])
clamorously|(1, [(1314000, 10400)])
dubiously|(1, [(608590, 4213)])
kindly|(1, [(1781748, 14212)])
collectively|(1, [(1168200, 8937)])
forever|(32, [(18977, 121), (44215, 423), (139122, 1144), (158395, 1269), (433345, 3074), (631939, 4366), (632105, 4367), (632107, 4367), (633131, 4378), (685699, 5000), (704466, 5169), (711109, 5210), (774022, 5628), (924290, 6861), (993809, 7423), (993985, 7427), (1160234, 8870), (1193552, 9107), (1194310, 9111), (1292176, 10125), (1399363, 11120), (1406075, 11187), (1498918, 11943), (1545652, 12361), (1628257, 12963), (1639233, 13045), (1754102, 13925), (1804869, 14395), (1839631, 14617), (1873698, 15001), (1873709, 15001), (1936658, 15518)])
frankly|(4, [(302920, 2243), (931018, 6915), (1580988, 12637), (1795921, 14316)])
gravely|(1, [(867308, 6407)])
dully|(2, [(990473, 7387), (1478939, 11758)])
nothing–mere|(1, [(1544289, 12346)])
fig|(3, [(459184, 3234), (460423, 3244), (460968, 3249)])
plenty|(1, [(344755, 2511)])
twice|(19, [(60561, 548), (60571, 548), (198477, 1501), (247262, 1897), (413154, 2955), (476547, 3341), (560737, 3900), (772438, 5615), (879687, 6484), (898755, 6620), (1050290, 8062), (1352179, 10701), (1556193, 12472), (1566638, 12549), (1603519, 12756), (1640037, 13051), (1838228, 14605), (1886111, 15111), (1943274, 15578)])
